loan_id,customer_id,loan_amount,term_days,disbursement_date,interest_rate,repayment_schedule,customer_age,customer_gender,customer_region,employment_type,monthly_income,num_dependents,credit_score,previous_loans,previous_defaults,avg_days_late_prev,device_type,channel,debt_to_income,is_default_90d
LN105028,CUST205028,5745.72,90,17-05-2024 06:32,12.95,monthly,55,male,east,salaried,53574.66,1,670.340475,1,0,1.6,android,app,0.107,0
LN109784,CUST203784,2827.92,60,23-01-2024 17:37,18.74,biweekly,39,female,east,self_employed,9031.21,2,592.1610339,0,0,,android,app,0.313,0
LN100921,CUST200921,10972.56,60,05-01-2025 16:59,23.41,monthly,18,female,west,salaried,20546.56,1,,3,0,4.6,android,app,0.534,0
LN104649,CUST204649,10122.49,60,17-12-2024 02:52,17.19,monthly,20,female,south,salaried,31900.22,2,,3,0,3.7,web,app,0.317,0
LN105332,CUST205332,22574.95,60,20-12-2024 17:03,20.64,monthly,38,female,south,informal,5295.01,2,566.6184923,2,1,3,ios,app,4.263,0
LN101076,CUST201076,12348.78,90,07-07-2025 09:45,23.67,weekly,36,female,west,informal,9920.13,0,,0,0,,web,app,1.245,0
LN106768,CUST200768,6646.87,30,25-11-2024 17:25,16.46,biweekly,34,female,north,self_employed,30330.82,0,594.4550252,2,0,4.7,android,app,0.219,0
LN109410,CUST203410,5790.66,120,10-06-2025 20:39,22.73,biweekly,41,male,south,informal,83214.64,3,582.2269478,0,0,,ios,agent,0.07,0
LN101671,CUST201671,4254.67,90,12-04-2025 08:46,11.26,biweekly,50,female,north,self_employed,57486.42,3,655.8647545,3,0,0.7,android,app,0.074,0
LN100474,CUST200474,7353.2,90,19-02-2025 05:51,15.14,monthly,29,female,west,salaried,3023.12,0,635.087139,2,0,0.2,android,app,2.432,0
LN109186,CUST203186,10899.99,30,05-08-2024 08:03,17.39,weekly,33,female,north,salaried,16796.73,0,,2,0,0.1,android,agent,0.649,1
LN108839,CUST202839,2212.72,60,13-09-2024 02:19,19.15,monthly,46,female,south,salaried,11286.03,4,,3,0,2.3,android,app,0.196,0
LN105758,CUST205758,6234.76,120,25-11-2023 08:05,13.91,biweekly,18,male,south,salaried,16669.37,1,,2,0,6.1,web,app,0.374,0
LN106297,CUST200297,8130.24,180,23-04-2025 21:43,13.29,weekly,36,female,west,informal,9049.12,2,,1,0,4.9,android,agent,0.898,0
LN102478,CUST202478,8879.06,120,21-04-2025 06:16,25.37,weekly,27,female,south,salaried,13486.83,3,788.5293557,0,0,,android,app,0.658,0
LN105493,CUST205493,6075.73,30,01-07-2024 12:05,23.46,monthly,29,female,east,self_employed,71133.44,1,566.2247178,1,0,6.4,web,app,0.085,0
LN103914,CUST203914,1996.82,60,07-12-2023 14:36,21.61,biweekly,27,female,central,salaried,12200.65,2,,1,0,14.1,android,app,0.164,0
LN102138,CUST202138,5358.49,60,25-05-2024 10:27,14.4,monthly,53,male,south,self_employed,10955.65,1,591.6962276,1,0,0.5,android,app,0.489,0
LN105454,CUST205454,4647.79,90,02-01-2025 09:14,23.53,monthly,50,female,east,salaried,22993.22,0,579.4420288,1,0,3.7,android,agent,0.202,0
LN105379,CUST205379,4521.78,60,07-10-2024 21:47,19.77,biweekly,18,male,north,self_employed,73771.15,1,624.7086458,2,0,12.2,android,agent,0.061,0
LN108985,CUST202985,5228.84,90,10-12-2024 11:57,15.86,monthly,52,male,south,informal,24222.16,1,667.5756996,2,0,12.4,android,app,0.216,0
LN104023,CUST204023,6902.95,180,07-07-2025 14:02,21.87,weekly,35,female,east,salaried,16126.49,2,653.2834995,1,0,4.9,ios,app,0.428,0
LN103485,CUST203485,7709.54,90,15-11-2024 05:34,11.61,monthly,46,male,north,salaried,,1,688.3083097,0,0,,android,branch,1.06,0
LN102455,CUST202455,4226.59,60,16-04-2025 15:46,16.97,monthly,45,male,south,informal,4942.97,1,589.6817762,3,1,3.7,web,app,0.855,0
LN102464,CUST202464,4968.95,120,17-09-2025 23:47,11.99,weekly,35,male,north,self_employed,18454.9,0,,1,0,0.7,android,app,0.269,0
LN108696,CUST202696,7631.83,90,27-03-2024 20:44,15.98,monthly,24,male,east,salaried,5508.14,2,874.1317477,1,0,1.7,android,branch,1.385,0
LN101369,CUST201369,6206.93,90,21-04-2024 22:30,18.48,weekly,26,male,north,salaried,11482.77,2,,2,0,7.9,android,branch,0.54,0
LN106688,CUST200688,5199.78,120,04-05-2024 09:02,19.44,monthly,38,male,south,salaried,16699.85,1,798.9959288,2,0,3.8,web,branch,0.311,0
LN107456,CUST201456,3560.7,90,07-04-2024 22:58,21.45,monthly,38,male,south,unemployed,23870.01,0,804.9432467,2,1,11.6,android,app,0.149,0
LN109974,CUST203974,5756.67,90,06-05-2024 15:54,16.82,monthly,18,male,south,salaried,25398.58,3,,1,0,,android,app,0.227,0
LN101901,CUST201901,6729.04,30,09-02-2024 05:12,19.57,monthly,45,male,central,informal,19104.85,1,686.1408169,1,1,16.2,android,app,0.352,1
LN104871,CUST204871,6389.17,60,27-03-2025 12:39,17.62,biweekly,20,female,central,salaried,165575.05,0,718.7791535,1,0,11,android,agent,0.039,0
LN104710,CUST204710,2526.18,60,25-11-2024 04:59,20.74,monthly,41,male,south,informal,23730.05,0,715.2348323,1,0,0.1,android,agent,0.106,0
LN107886,CUST201886,5358.29,30,07-07-2024 08:45,18.13,monthly,37,male,east,self_employed,8724.56,0,611.8824911,2,0,38.4,web,agent,0.614,0
LN101793,CUST201793,1798.19,180,04-08-2025 02:52,15.51,monthly,38,female,west,self_employed,62769.74,0,733.2229639,3,1,0.2,android,app,0.029,0
LN102874,CUST202874,6275.25,30,28-01-2025 04:36,27.21,weekly,30,male,north,salaried,308430.84,0,758.7739056,2,0,0.1,android,app,0.02,0
LN106217,CUST200217,3722.34,90,04-09-2025 16:05,20.46,biweekly,32,male,north,salaried,9940.07,2,541.1935408,1,0,0.8,android,agent,0.374,0
LN105213,CUST205213,3684.45,60,30-12-2024 14:13,20.98,monthly,41,male,north,salaried,8432.78,3,,3,0,2.6,android,app,0.437,0
LN102245,CUST202245,16581.15,90,14-12-2024 17:33,21.4,weekly,33,female,central,informal,38261.78,0,755.3133989,3,0,5.6,android,agent,0.433,0
LN101741,CUST201741,4305.51,180,17-03-2024 03:57,18.93,monthly,23,female,east,salaried,20230.39,4,646.2564056,1,0,22.1,android,app,0.213,0
LN101020,CUST201020,8884.61,30,03-09-2024 19:55,13.61,weekly,32,male,east,salaried,16154.28,0,601.7735589,1,0,0.4,android,agent,0.55,0
LN100705,CUST200705,7276.08,60,20-12-2024 15:42,20.74,weekly,42,male,east,self_employed,13162.41,2,,1,0,4.2,android,agent,0.553,0
LN104294,CUST204294,8828.73,90,06-01-2025 13:22,11.54,weekly,27,male,central,self_employed,54934.63,0,595.4680184,1,0,2.8,android,app,0.161,0
LN105576,CUST205576,4876.66,30,04-08-2025 20:19,23.11,weekly,23,female,east,salaried,76015.54,1,,1,0,5.3,web,app,0.064,0
LN107166,CUST201166,3605.48,120,24-09-2024 03:33,10.67,monthly,33,male,central,informal,4012.56,0,,3,0,0.8,android,app,0.898,0
LN108177,CUST202177,2929.4,60,13-07-2025 02:00,12.02,biweekly,18,female,north,salaried,26801.02,3,683.7569585,0,0,,android,app,0.109,0
LN100908,CUST200908,8548.57,60,02-11-2023 17:59,15.71,weekly,28,female,west,salaried,6445.1,0,518.121702,3,0,2.3,android,app,1.326,1
LN105193,CUST205193,3526.97,180,30-10-2024 02:10,20.72,monthly,26,female,east,self_employed,32226.31,1,,1,0,13.4,android,app,0.109,0
LN103077,CUST203077,1952.48,60,10-01-2025 21:48,15.25,monthly,46,male,north,self_employed,33348.43,2,514.9270054,2,0,3.2,ios,branch,0.059,1
LN109366,CUST203366,4395.99,30,31-07-2025 19:40,18.17,monthly,39,female,east,self_employed,22648.74,1,,4,0,6.9,android,app,0.194,0
LN100594,CUST200594,18973.43,60,30-11-2024 12:54,12.72,weekly,37,male,east,salaried,18300.59,2,655.8628559,2,1,11.1,android,app,1.037,0
LN105304,CUST205304,3435.71,30,31-10-2024 21:45,15.38,monthly,40,male,east,unemployed,51279.11,1,,3,1,0.4,ios,branch,0.067,0
LN100440,CUST200440,2813.41,90,21-09-2025 07:17,15.19,weekly,37,male,north,salaried,14843.3,1,697.7103303,3,1,11.9,android,app,0.19,1
LN107606,CUST201606,3163.32,60,21-06-2025 13:06,18.32,monthly,18,female,south,informal,68695.43,1,580.4197058,1,0,9.3,android,branch,0.046,0
LN104092,CUST204092,5755.07,180,13-04-2024 00:48,22.61,weekly,38,female,west,salaried,10194.42,1,768.4865634,0,0,,android,app,0.564,0
LN106134,CUST200134,10979.14,60,13-12-2023 10:58,17.8,biweekly,37,male,central,salaried,32397.77,1,627.8882384,0,0,,ios,agent,0.339,0
LN100010,CUST200010,9878.67,180,08-09-2024 08:52,15.66,monthly,32,male,south,salaried,16010.03,2,851.3625712,0,0,,android,app,0.617,0
LN103776,CUST203776,12940.1,60,21-11-2023 20:46,24.68,monthly,32,female,south,self_employed,8641.1,4,631.2681418,0,0,,android,app,1.497,0
LN108999,CUST202999,17070.92,60,15-01-2024 05:48,24.57,weekly,22,male,east,salaried,13560.34,1,,3,0,11.8,android,app,1.259,1
LN103708,CUST203708,6424.81,90,18-12-2024 08:54,8.79,monthly,47,male,south,informal,61939.13,1,553.9080859,6,0,6.4,web,branch,0.104,0
LN103780,CUST203780,1617,120,23-06-2025 19:42,19.53,monthly,42,female,east,salaried,8571.45,0,,0,0,,android,agent,0.189,0
LN100093,CUST200093,3801.62,30,09-09-2025 04:03,18.96,biweekly,41,female,central,salaried,44126.67,1,645.2837945,0,0,,ios,app,0.086,0
LN109239,CUST203239,6189.62,60,20-08-2025 11:37,23.15,weekly,38,male,north,salaried,12375.78,1,700.7972499,2,0,4.6,android,app,0.5,0
LN103949,CUST203949,7121.98,180,22-04-2025 13:50,24.92,monthly,36,male,west,self_employed,31186.5,2,671.603362,1,0,0.6,ios,app,0.228,0
LN105785,CUST205785,12301.97,30,21-01-2024 16:02,20.27,weekly,18,female,east,self_employed,9075.01,2,605.1678445,1,0,,android,agent,1.355,0
LN104870,CUST204870,3209.57,60,16-02-2025 18:10,21.59,weekly,26,female,north,salaried,5925.63,1,739.8514747,0,0,,android,branch,0.542,0
LN104802,CUST204802,7486.8,180,28-09-2025 02:28,17.69,biweekly,40,male,east,salaried,39639.38,4,599.1182914,1,0,,ios,app,0.189,1
LN104867,CUST204867,13189.58,120,23-03-2025 06:45,20.59,monthly,35,female,south,informal,24247.05,3,633.9760946,0,0,,android,app,0.544,1
LN100292,CUST200292,5636.26,60,29-09-2025 15:31,18.25,weekly,30,female,south,self_employed,45342.28,2,882.8131107,1,0,4.5,android,agent,0.124,0
LN107888,CUST201888,7159.3,180,24-10-2024 14:09,16.76,biweekly,34,female,south,salaried,7428.81,1,541.4472315,2,0,,android,agent,0.964,0
LN107405,CUST201405,13281.25,60,14-06-2025 16:14,17.34,monthly,36,male,central,salaried,20233.33,1,618.5236203,1,0,14.3,android,app,0.656,0
LN105595,CUST205595,14053.21,30,03-11-2023 20:31,17.36,weekly,40,female,south,salaried,41195.56,1,661.4384281,1,0,3,ios,app,0.341,0
LN102886,CUST202886,2072.06,30,24-08-2025 13:45,16.41,monthly,28,male,north,self_employed,5049.99,1,692.9129372,2,0,6.2,web,app,0.41,0
LN106454,CUST200454,3707.62,30,10-11-2023 20:01,19.82,weekly,38,male,central,informal,25425.64,0,,0,0,,web,app,0.146,0
LN102542,CUST202542,4885.9,90,29-01-2024 12:40,18.63,monthly,42,male,west,self_employed,100536.77,2,717.5359039,2,0,1.3,android,app,0.049,0
LN101765,CUST201765,13366.98,120,11-02-2025 18:23,17.48,biweekly,40,female,east,salaried,13350.35,2,510.4359378,1,0,0,ios,app,1.001,0
LN106800,CUST200800,6509.19,30,04-10-2025 20:24,16.59,monthly,31,male,central,self_employed,5874.61,1,,1,0,1.4,android,app,1.108,0
LN101877,CUST201877,5546.33,90,30-05-2025 01:24,19.45,weekly,18,male,west,salaried,13542.61,1,,2,0,15.9,android,branch,0.41,1
LN101981,CUST201981,2571.34,30,17-04-2025 19:49,9.59,weekly,45,female,west,salaried,30784.96,2,642.9703811,2,0,6.7,android,app,0.084,0
LN109729,CUST203729,2552.23,120,06-08-2024 20:26,21.99,weekly,33,female,central,self_employed,17724.55,4,691.6124302,1,0,18.6,android,agent,0.144,1
LN109608,CUST203608,3031.11,90,20-09-2024 08:24,16.29,weekly,51,male,north,salaried,7705.55,1,706.2061471,1,1,2.9,android,app,0.393,0
LN102685,CUST202685,6301.72,60,05-04-2024 00:41,18.45,monthly,48,female,west,salaried,44622.08,0,,3,0,5.3,android,app,0.141,0
LN108930,CUST202930,7352.77,120,02-10-2025 23:43,15.44,biweekly,28,male,north,self_employed,1598.653,1,,1,0,3.5,web,app,0.46,0
LN103458,CUST203458,7004.15,90,21-05-2024 00:53,17.63,weekly,27,female,north,informal,32105.53,4,,2,0,5,android,app,0.218,1
LN104541,CUST204541,6483.84,60,10-04-2025 13:13,12.86,monthly,42,female,north,self_employed,10473.7,2,704.1814234,2,0,5.7,android,branch,0.619,0
LN102178,CUST202178,4596.82,180,24-07-2024 18:31,21.11,weekly,31,female,south,informal,30232.86,0,699.0634248,1,0,16.3,android,agent,0.152,0
LN104450,CUST204450,1522.08,120,07-12-2023 01:23,17.97,weekly,18,female,north,salaried,9136.94,1,633.2452715,2,0,8.8,android,app,0.167,0
LN103859,CUST203859,7138.73,90,13-11-2023 07:06,19.24,biweekly,52,male,east,salaried,138393.28,1,728.8734716,0,0,,android,app,0.052,0
LN107623,CUST201623,2538.53,90,17-10-2024 11:19,19.1,monthly,55,female,west,unemployed,10719.67,3,745.0753253,3,0,3.8,android,app,0.237,1
LN107654,CUST201654,4687.18,180,27-09-2024 13:39,14.98,monthly,45,female,west,salaried,,2,,0,0,,android,app,0.101,0
LN104519,CUST204519,1991.61,30,17-04-2024 15:55,8.56,monthly,19,female,west,salaried,66666.76,1,656.1024288,1,0,2.7,android,app,0.03,0
LN102517,CUST202517,9343.85,90,14-06-2025 06:28,10.75,monthly,39,female,west,informal,11543.31,1,619.8464098,0,0,,android,branch,0.809,0
LN104836,CUST204836,11356.48,90,24-09-2025 23:21,13.11,weekly,39,female,east,informal,3060.5,0,665.6706483,3,0,43.5,android,app,3.709,0
LN102885,CUST202885,7807.24,120,03-04-2024 09:04,11.63,monthly,29,female,east,salaried,29864.15,0,,1,0,5,android,app,0.261,0
LN107281,CUST201281,5327.03,120,17-09-2024 17:54,19.06,weekly,38,male,west,self_employed,17736.08,0,,3,0,5.2,ios,app,0.3,0
LN106255,CUST200255,2911.75,30,31-10-2024 21:50,14.99,biweekly,48,female,west,unemployed,18264.93,2,,2,0,7.7,android,app,0.159,0
LN104539,CUST204539,3535.38,30,30-04-2025 09:47,19.8,weekly,37,female,central,self_employed,5760.6,2,,0,0,,android,app,0.614,0
LN105639,CUST205639,3191.07,60,24-10-2023 08:03,20.7,weekly,29,male,central,salaried,9230.12,3,645.5141199,1,0,0.6,android,branch,0.346,0
LN109459,CUST203459,2398.77,30,18-02-2024 05:44,17.12,monthly,41,female,north,salaried,34934.98,2,,3,0,0.6,android,app,0.069,0
LN103481,CUST203481,11261.11,90,14-08-2025 23:12,14.91,biweekly,24,male,west,informal,74234.23,2,554.8459187,1,0,12.5,android,app,0.152,0
LN101277,CUST201277,1204.67,30,29-04-2024 10:08,17,weekly,26,female,south,salaried,70438.96,0,513.1857845,1,0,,ios,branch,0.017,0
LN103146,CUST203146,11165.27,30,29-06-2024 23:57,18.49,biweekly,36,female,north,self_employed,54394.37,1,,5,0,3,android,app,0.205,0
LN108262,CUST202262,2435.44,90,26-01-2024 22:47,8.59,monthly,43,female,west,salaried,22765.09,1,788.0011946,1,0,0.1,web,agent,0.107,0
LN103205,CUST203205,12838.91,90,04-08-2024 21:23,20.66,monthly,38,female,central,self_employed,4797.22,1,808.2902739,1,0,1.3,web,agent,2.676,0
LN109892,CUST203892,4505.92,30,23-01-2024 13:09,21.95,biweekly,30,male,east,self_employed,5838.57,5,667.0198342,0,0,,android,app,0.772,0
LN102742,CUST202742,5282.6,120,03-07-2025 13:30,14.8,weekly,31,female,south,informal,5045.99,1,585.9594021,1,0,4.9,android,app,1.047,0
LN106076,CUST200076,16320.81,180,13-01-2025 07:07,19.52,monthly,45,female,west,salaried,12500.55,2,,1,0,0.6,web,app,1.306,0
LN104047,CUST204047,11063.59,90,06-08-2024 12:19,10.93,monthly,51,male,north,self_employed,18051.83,2,788.4626727,2,0,0.4,android,app,0.613,0
LN105731,CUST205731,764.67,60,19-07-2024 22:11,13.1,monthly,24,female,east,self_employed,41596.97,1,545.732052,1,0,8.8,android,app,0.018,1
LN102945,CUST202945,1810.49,30,14-12-2023 18:05,15,monthly,39,male,south,informal,43726.29,1,,0,0,,ios,agent,0.041,0
LN105790,CUST205790,5955.6,90,18-01-2025 14:02,20.67,weekly,59,female,central,informal,40488.46,3,,2,0,7.8,android,app,0.147,0
LN106794,CUST200794,1692.42,30,21-12-2024 07:37,13.07,monthly,48,male,south,salaried,9273.59,1,620.224354,0,0,,android,agent,0.182,0
LN106543,CUST200543,2989.24,30,24-04-2025 08:37,20.94,biweekly,30,male,west,salaried,44445.4,0,571.5946701,0,0,,android,app,0.067,0
LN100700,CUST200700,4529.13,90,19-09-2024 15:31,16.6,biweekly,38,female,east,informal,24669.65,3,,2,0,16.1,android,app,0.184,0
LN103574,CUST203574,19602.02,30,29-03-2025 14:23,18.32,monthly,25,male,west,salaried,15067.65,2,737.4555041,2,0,0.8,android,app,1.301,0
LN107699,CUST201699,3516.63,180,30-08-2025 09:51,19.16,monthly,34,male,west,salaried,23436.25,0,,1,0,1,web,app,0.15,0
LN102515,CUST202515,4939.58,30,13-05-2025 21:16,23.81,biweekly,24,female,south,salaried,2857.89,2,795.4486617,0,0,,android,branch,1.728,0
LN103000,CUST203000,8987.78,30,21-06-2024 14:52,18.86,monthly,43,female,west,self_employed,17448.82,2,603.6420627,0,0,,android,agent,0.515,0
LN105820,CUST205820,11296.67,90,29-11-2024 08:00,11.07,monthly,37,female,east,informal,16326,1,554.8363345,1,0,9.4,ios,agent,0.692,0
LN108581,CUST202581,11650.98,180,30-01-2024 21:34,20.79,monthly,36,male,west,salaried,12977.11,2,,0,0,,android,branch,0.898,0
LN103684,CUST203684,5863,30,10-03-2025 00:27,12.15,monthly,23,female,central,salaried,47187,0,552.1518427,0,0,,android,app,0.124,0
LN102995,CUST202995,5384.55,90,26-04-2025 22:56,17.59,monthly,40,female,north,salaried,68314.96,3,,3,0,,android,app,0.079,0
LN104252,CUST204252,1786.64,90,21-04-2024 01:48,8.7,monthly,31,male,north,informal,4415.92,0,,0,0,,android,app,0.404,0
LN103411,CUST203411,8137.44,90,28-12-2024 02:14,21.54,monthly,29,male,central,salaried,25959.14,1,,2,0,14.7,android,app,0.313,0
LN107962,CUST201962,10103.21,90,14-06-2024 18:41,11.95,monthly,41,female,west,salaried,19124.69,0,475.1959646,1,0,10.8,android,app,0.528,1
LN106309,CUST200309,4703.51,60,29-06-2024 08:49,21.71,weekly,36,male,west,informal,14370.01,3,613.6845122,2,0,1.6,ios,app,0.327,0
LN108611,CUST202611,4186.33,120,12-09-2024 07:14,18.15,weekly,45,male,south,self_employed,5828,0,552.6878435,2,0,0.8,android,app,0.718,0
LN105012,CUST205012,7300.94,90,27-07-2024 11:20,16.81,monthly,27,female,south,self_employed,6535.67,0,685.7628824,2,0,6.2,android,app,1.117,0
LN107750,CUST201750,1317.86,30,25-10-2024 22:39,18.15,monthly,45,female,south,self_employed,30909.32,0,656.7320875,1,0,1.4,android,agent,0.043,0
LN105979,CUST205979,11719.19,90,11-12-2024 19:45,19.83,monthly,39,female,east,salaried,4120.36,2,,0,0,,android,app,2.844,0
LN104048,CUST204048,2787.44,120,22-12-2023 20:53,16.16,monthly,42,male,central,self_employed,32500.55,4,,1,0,1,android,app,0.086,0
LN104899,CUST204899,11890.53,120,15-06-2024 03:34,17.48,monthly,27,male,west,self_employed,22428.99,1,384.886073,0,0,,android,branch,0.53,0
LN101318,CUST201318,14188.08,60,07-10-2024 04:08,15.16,biweekly,40,male,west,informal,6874.07,1,627.0716561,1,0,2.6,android,app,2.064,0
LN109772,CUST203772,14860.16,90,20-12-2023 14:48,17.27,weekly,55,female,north,unemployed,32010.61,2,,1,0,7.5,android,branch,0.464,0
LN109137,CUST203137,9591.99,90,23-01-2024 13:05,16.96,monthly,41,male,south,salaried,25212.94,2,695.0089237,1,0,8.3,android,app,0.38,0
LN107142,CUST201142,4656.21,30,28-12-2023 10:39,17.93,monthly,37,male,south,salaried,37419.24,1,,0,0,,android,app,0.124,0
LN101897,CUST201897,12394.97,30,06-08-2025 02:57,19.75,monthly,38,male,north,salaried,26238.75,1,748.8134438,1,0,21.6,android,agent,0.472,0
LN107465,CUST201465,7911.58,90,17-12-2023 12:12,16.27,biweekly,32,female,south,self_employed,10954.08,0,680.6489118,3,0,1.1,web,app,0.722,0
LN100603,CUST200603,11899.09,90,01-07-2024 07:59,21.64,weekly,46,male,south,informal,22851.21,1,,2,0,11.8,web,app,0.521,0
LN102846,CUST202846,10432.19,30,05-04-2025 00:51,20.6,monthly,28,female,south,salaried,10864.93,0,,1,0,14.5,android,agent,0.96,0
LN108207,CUST202207,7848.51,120,12-05-2025 06:51,18.59,monthly,50,female,south,self_employed,12948.48,0,721.4956753,3,0,,web,app,0.606,0
LN100393,CUST200393,1200.94,120,30-09-2024 18:28,18.84,monthly,28,male,east,salaried,7003.95,1,,0,0,,android,branch,0.171,0
LN104436,CUST204436,10076.28,180,07-07-2025 09:45,17.14,monthly,38,male,central,informal,10908.13,0,814.1644294,2,0,0.4,ios,app,0.924,0
LN109447,CUST203447,7519.57,90,28-07-2024 03:25,22.1,monthly,40,male,south,salaried,105735.5,1,715.6488288,0,0,,android,agent,0.071,0
LN107234,CUST201234,11885.44,120,24-11-2023 02:33,21.53,monthly,26,male,south,informal,76426.79,0,609.4229557,1,0,5,android,agent,0.156,0
LN105398,CUST205398,4570.6,90,26-03-2024 17:49,19.44,monthly,39,male,north,self_employed,25055.42,1,641.9362586,2,0,28.1,android,app,0.182,0
LN100095,CUST200095,5811.35,90,06-06-2025 10:32,23.42,monthly,58,female,north,salaried,9632.47,2,,2,0,15.4,android,agent,0.603,0
LN101662,CUST201662,14915.46,90,14-03-2024 10:58,15.29,biweekly,18,female,north,salaried,4218.51,3,709.3333628,1,0,0.7,android,branch,3.535,0
LN108970,CUST202970,3863.83,60,17-08-2024 21:37,13.32,monthly,32,female,west,informal,40324.08,2,,2,0,17.7,android,app,0.096,1
LN105130,CUST205130,1278.91,120,18-09-2024 18:33,21.38,biweekly,35,female,south,salaried,3251.428,1,,1,0,,android,branch,0.039,0
LN101488,CUST201488,4069.63,180,23-01-2024 16:09,17.62,monthly,34,female,north,self_employed,26756.78,0,,1,1,37.7,ios,app,0.152,0
LN108316,CUST202316,1131.81,180,09-02-2025 17:26,20.54,biweekly,39,female,central,self_employed,,1,689.1766273,1,0,8,android,app,0.12,0
LN102707,CUST202707,11736.17,90,04-08-2024 18:23,22.35,monthly,39,male,central,unemployed,29159.75,0,,0,0,,ios,app,0.402,0
LN101595,CUST201595,1186.73,60,04-11-2024 05:55,11.55,monthly,52,male,east,self_employed,14152.57,1,635.2571971,1,0,7,android,app,0.084,0
LN109277,CUST203277,15097.52,180,22-08-2024 04:28,25.6,monthly,18,male,central,salaried,42147.58,1,651.6160997,0,0,,android,app,0.358,0
LN102377,CUST202377,6058.07,120,28-11-2024 09:14,26.98,monthly,23,male,south,salaried,25510.27,2,572.6767166,1,0,8.9,android,agent,0.237,0
LN105140,CUST205140,8253.18,120,25-05-2024 04:06,20.02,monthly,34,female,south,self_employed,185062.35,0,,1,0,8.3,android,agent,0.045,0
LN106147,CUST200147,9253.88,60,26-05-2024 14:32,21.85,monthly,29,male,east,self_employed,62647.37,0,740.5335963,1,0,0.8,web,agent,0.148,0
LN108241,CUST202241,13336.2,60,29-03-2024 04:25,18,monthly,31,male,east,salaried,61049.96,1,467.4843627,3,0,6,android,branch,0.218,0
LN103948,CUST203948,2097.37,30,31-03-2024 20:31,17.92,biweekly,41,male,east,salaried,14446.9,1,,2,0,3.7,android,branch,0.145,0
LN103933,CUST203933,4802.21,120,26-03-2025 11:18,12.75,monthly,32,female,west,salaried,15259.46,3,,2,1,4.2,android,branch,0.315,0
LN104797,CUST204797,18332.22,90,14-06-2024 08:10,18.96,monthly,39,male,central,salaried,40377.2,1,771.2417918,0,0,,android,branch,0.454,0
LN104372,CUST204372,7856.57,90,30-05-2024 10:53,24.12,monthly,22,male,east,informal,29158.21,1,629.628043,1,0,15.8,android,agent,0.269,0
LN109862,CUST203862,4715.93,30,21-11-2023 11:56,18.95,monthly,22,male,central,self_employed,146058.04,3,625.4737426,1,0,0.5,ios,agent,0.032,0
LN108242,CUST202242,14115.06,90,24-02-2025 16:11,15.31,monthly,27,female,west,salaried,7731.57,2,,1,0,6.2,web,agent,1.825,0
LN103448,CUST203448,8582.44,90,04-10-2025 21:17,21.09,monthly,31,female,south,salaried,47991.97,2,663.9668331,2,0,6.9,android,agent,0.179,0
LN102943,CUST202943,6835.73,60,27-02-2024 08:46,13.88,monthly,29,male,central,informal,28809.99,1,,0,0,,android,app,0.237,0
LN102465,CUST202465,7563.53,60,29-09-2024 16:01,18.19,weekly,39,female,central,salaried,4792.4,0,670.1287988,1,0,35.3,android,agent,1.578,0
LN108582,CUST202582,2307.81,30,30-09-2024 08:15,15.74,biweekly,40,male,west,self_employed,27856.37,2,712.1494294,2,0,1.9,ios,agent,0.083,0
LN105506,CUST205506,4568.16,60,30-10-2023 07:30,12.54,biweekly,26,female,west,salaried,36956.98,1,,2,0,15.9,web,app,0.124,0
LN102698,CUST202698,9797.11,90,01-01-2024 12:20,18.01,monthly,24,male,north,salaried,17566.04,1,,4,0,17.5,android,app,0.558,0
LN102447,CUST202447,2422.31,90,12-06-2024 20:45,12.87,monthly,39,male,south,self_employed,,3,573.8994211,1,0,0.9,ios,agent,0.114,0
LN100019,CUST200019,2874.87,90,15-03-2024 18:43,13.01,monthly,27,female,central,salaried,1637.287,0,699.1580348,1,0,3.9,android,agent,0.176,0
LN102748,CUST202748,5456.83,60,12-11-2024 10:05,22.66,monthly,47,male,south,salaried,10222.76,0,,2,0,10.3,android,app,0.534,0
LN105399,CUST205399,6696.93,60,20-07-2025 02:33,21.08,monthly,30,female,east,salaried,15811.18,4,650.2492373,2,0,1.3,android,app,0.424,0
LN108078,CUST202078,5989.83,30,14-03-2025 08:44,15.72,biweekly,31,male,east,informal,64243.31,4,,2,0,12.7,web,agent,0.093,0
LN106871,CUST200871,2197.7,30,18-07-2024 07:44,19.13,monthly,37,female,north,informal,9408.55,0,,1,0,7.4,android,app,0.234,0
LN104708,CUST204708,1754.7,120,11-12-2023 14:33,17.74,monthly,31,male,north,informal,35356.33,2,,2,1,2.6,android,agent,0.05,0
LN109476,CUST203476,2438.03,120,19-10-2023 05:34,25.93,monthly,34,female,south,salaried,17849.91,1,638.7810854,3,0,2.1,android,app,0.137,1
LN100809,CUST200809,5453.12,180,15-02-2024 12:56,14.81,monthly,47,male,central,salaried,97170.82,0,688.6194221,1,0,0.5,android,branch,0.056,0
LN107477,CUST201477,7109.74,60,05-03-2024 00:05,20.37,monthly,29,male,east,salaried,8830.69,0,683.7436382,0,0,,web,app,0.805,0
LN102273,CUST202273,5884.09,60,15-06-2024 02:54,13.43,monthly,26,female,south,self_employed,40793.08,3,,1,0,1.4,android,app,0.144,0
